sub,story,cond,res,res_corrected,res_cleaned,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag,segment,res_1_simi_info,res_1_simi_info_z,res_1_MD,res_1_MD_z,res_1_MD_sub,res_1_MD_sub_z,cond_direction,cond_amount,base_segment,base_seg_num,segment_pair,segment_count,intersection,union,0,1,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,101,102,103,104,105,106,107,108,109,110,111,112,113,114,131,132,151,201,202,203,231,232,301,302,303,304,305,306,307,331,351,352,353,401,402,403,404,405,431,451,501,502,531,551,552,553,554,555,556,557,558,559,581,601,602,603,604,605,606,607,608,609,610,611,631,632,651,701,702,703,704,705,731,732,733,801,802,901,951,952,981,1001,1002,1003,1004,1005,1006,1007,1008,1031,1032,1051,1052,1053,1054,1055,1101,1102,1103,1104,1105,1131,1151,1152,1153,1154,1155,1156,1157,1158,1159,1181,1201,1202,1203,1204,1205,1206,1231,1301,1302,1331,1351,1352,1353,1354,e_total,e_match,e_unmatch,e_target,e_gap,e_ahead,e_ahead_main,e_ahead_gap,e_target_sl,e_gap_sl,e_ahead_sl,e_across_sl,e_0,e_0.5,e_1,e_1.5,e_2,e_2.5,e_3,e_3.5,e_4,e_4.5,e_5,e_5.5,e_6,e_6.5,e_7,e_7.5,e_8,e_8.5,e_9,e_9.5,e_10,e_10.5,e_11,e_11.5,e_12,e_12.5,e_13,e_13.5,target_points,other_refer_seg_num,other_refer_seg_points,target_hit_rate
0522-1,3,1_r0,"Segment one is Jiyoon preparing for her first department meeting, setting out the year with bold intensions ","Jiyoon preparing for her first department meeting, setting out the year with bold intensions ","Jiyoon preparing for her first department meeting, setting out the year with bold intensions ",1,103,1,retrodiction,1,r0,,,3_01,0.4406431019306183,0.4730285819626557,0.4309305637336899,0.4610388983490939,0.3058360975959859,0.3159453495915534,b,p0/r0,3_02,2,3_01-02,12.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.0
0522-1,3,1_r,"Jiyoon starts the all faculty meeting as the new chair of the english department  --- Bill is not attending the meeting becuase he is with his daughter doodles, grieving his wifes passing. ","Jiyoon starts the all faculty meeting as the new chair of the english department  --- Bill is not attending the meeting becuase he is with his daughter doodles, grieving his wifes passing. ","Jiyoon starts the all faculty meeting as the new chair of the english department  --- Bill is not attending the meeting becuase he is with his daughter doodles, grieving his wifes passing. ",103 131 0,67 101 103 131 108 69,101 103 131 109,retrodiction,1,r,,,3_01,0.6763306260108948,0.8223199941745314,0.6387129873754532,0.7559968788320215,0.6585218617299555,0.7901991898726417,b,p/r,3_02,2,3_01-02,12.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,4.0,4.0,0,4.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.5,0,0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.26666666666666666
0522-3,3,1_r0,Joan goes to her office and finds that all her stuff has been moved. She sees that her new office is in the basement of the gym and rushes to the board meeting.,Joan goes to her office and finds that all her stuff has been moved. She sees that her new office is in the basement of the gym and rushes to the board meeting.,Joan goes to her office and finds that all her stuff has been moved. She sees that her new office is in the basement of the gym and rushes to the board meeting.,151 0,151,151 0,retrodiction,1,r0,,,3_01,0.3797416090965271,0.3997576850469143,0.4309305637336899,0.4610388983490939,0.5703998260252058,0.6481152920073332,b,p0/r0,3_02,2,3_01-02,12.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.0
0522-3,3,1_r,Jiyoon meets with the faculty and discusses the english department. She has a hopeful message and answers questions about what will change in the department. --- Bill and Doodles talk about life and about classes. They are not sure how to talk about how the mom has died. They comfort each other.,Jiyoon meets with the faculty and discusses the english department. She has a hopeful message and answers questions about what will change in the department. --- Bill and Doodles talk about life and about classes. They are not sure how to talk about how the mom has died. They comfort each other.,Jiyoon meets with the faculty and discusses the english department. She has a hopeful message and answers questions about what will change in the department. --- Bill and Doodles talk about life and about classes. They are not sure how to talk about how the mom has died. They comfort each other.,132 112 1 109,103 110 112 108 69 109,103 112 1 109,retrodiction,1,r,,,3_01,0.5873176455497742,0.6735613378697142,0.6387129873754532,0.7559968788320215,0.6559644496944202,0.7856969355967934,b,p/r,3_02,2,3_01-02,12.0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,4.5,3.5,1,3.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0,0,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.23333333333333334
0523-2,3,1_r0,"Joan:

Joan goes to her old office to find that all her stuff has been moved and there is a note on the desk. ",Joan goes to her old office to find that all her stuff has been moved and there is a note on the desk. ,Joan goes to her old office to find that all her stuff has been moved and there is a note on the desk. ,151,151 0,151,retrodiction,1,r0,,,3_01,0.2620572745800018,0.2683161061461516,0.4309305637336899,0.4610388983490939,0.5152084824648903,0.5697946914476567,b,p0/r0,3_02,2,3_01-02,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.0
0523-2,3,1_r,Jiyoon discusses the future of the department with all the faculty. --- Bill stays up late talking to his daughter doodles.,Jiyoon discusses the future of the department with all the faculty. --- Bill stays up late talking to his daughter doodles.,Jiyoon discusses the future of the department with all the faculty. --- Bill stays up late talking to his daughter doodles.,112 0,103 112 0,103 112,retrodiction,1,r,,,3_01,0.5584168434143066,0.6305296942648841,0.6387129873754532,0.7559968788320215,0.6469101518465147,0.7699668120914889,b,p/r,3_02,2,3_01-02,12.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2.5,2.5,0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,0,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.16666666666666666
0523-4,3,1_r0,"Jiyoon and all faculty have a meeting. Bill is nowhere to be found, even though he is supposed to be at the meeting. Joan finds that her office has been moved to the gym.","Jiyoon and all faculty have a meeting. Bill is nowhere to be found, even though he is supposed to be at the meeting. Joan finds that her office has been moved to the gym.","Jiyoon and all faculty have a meeting. Bill is nowhere to be found, even though he is supposed to be at the meeting. Joan finds that her office has been moved to the gym.",132 131 151,103 131 151,132 131 151,retrodiction,1,r0,,,3_01,0.4863089025020599,0.5312144858395107,0.4309305637336899,0.4610388983490939,0.5312241215148878,0.5918489953596995,b,p0/r0,3_02,2,3_01-02,12.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2.0,2.0,0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0,0,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.06666666666666667
0523-4,3,1_r,"Jiyoon and all faculty have a meeting. Bill is nowhere to be found, even though he is supposed to be at the meeting. --- Bill spends time with Doodles at home, even though he is supposed to be at the meeting.","Jiyoon and all faculty have a meeting. Bill is nowhere to be found, even though he is supposed to be at the meeting. --- Bill spends time with Doodles at home, even though he is supposed to be at the meeting.","Jiyoon and all faculty have a meeting. Bill is nowhere to be found, even though he is supposed to be at the meeting. --- Bill spends time with Doodles at home, even though he is supposed to be at the meeting.",132 131 1,103 131 0,132 131 1,retrodiction,1,r,,,3_01,0.4574860334396362,0.4941272528690387,0.6387129873754532,0.7559968788320215,0.5632825567841583,0.6376283448176173,b,p/r,3_02,2,3_01-02,12.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.06666666666666667
0524-1,3,1_r0,Joan goes to her office only to have a note that they moved all her stuff to the basement of the athletic facility.,Joan goes to her office only to have a note that they moved all her stuff to the basement of the athletic facility.,Joan goes to her office only to have a note that they moved all her stuff to the basement of the athletic facility.,151,151,151,retrodiction,1,r0,,,3_01,0.2961444556713104,0.3052880955109254,0.4309305637336899,0.4610388983490939,0.5315438507666559,0.592294529673475,b,p0/r0,3_02,2,3_01-02,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,15.0,1.0,15.0,0.0
